案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2016）黔2601刑初558号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,户籍地凯里市,5000.0,,2017-01-13,5000.0
（2016）浙0110民初14699号,产品责任纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|知识产权,,,杭州市余杭区,6984.0,,2017-01-17,
（2016）宁0302民初2903号,房屋买卖合同纠纷,危害税收征管罪,税,,小学,宁夏回族自治区,460000.0,严重,2017-01-12,
（2016）京04民撤1号,合同纠纷,危害税收征管罪,税,,,住所地北京市,140000000.0,,2017-01-24,
（2016）浙1004刑初527号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,大专,浙江省,50000.0,特别严重,2017-01-13,500000.0
（2017）皖0825执274号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-17,
（2017）川1129民初16号,生命权、健康权、身体权纠纷,侵犯知识产权罪,著作权,,,四川省,738.0,,2017-01-25,
（2017）宁0105民初2383号,不当得利纠纷,危害税收征管罪,税,,,宁夏回族自治区,5028.0,,2017-01-16,
（2017）新4026刑初157号,,金融诈骗罪,诈骗,,初中,新疆维吾尔自治区,,,2017-01-19,
（2016）鲁1725刑初341号,,金融诈骗罪,诈骗,,,山东省,500000.0,数额巨大,2017-01-11,70000.0
（2016）鲁0406民初1891号,委托合同纠纷,危害税收征管罪,税,,,山东省枣庄市山亭区,60000.0,,2017-01-10,
（2016）渝0103民初9287号,房屋买卖合同纠纷,危害税收征管罪,税,,,重庆市,3400000.0,,2017-01-18,
（2017）新29民申175号,民间借贷纠纷,侵犯财产罪,敲诈勒索,,,新疆维吾尔自治区,54100.0,,2017-01-15,
（2017）皖0825执120号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2596.0,,2017-01-10,
（2017）皖0825执204号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-17,
（2016）赣1022民初599号,债权人撤销权纠纷,危害税收征管罪,税,,,江西省,4458748.0,,2017-01-04,
（2017）皖0223民初506号,买卖合同纠纷,危害税收征管罪,税,,,住所地南京市,58417.0,,2017-01-24,
（2017）冀02民终8943号,,危害税收征管罪,税,,,河北省,32589000.0,,2017-01-12,
（2017）宁0302民初3172号,买卖合同纠纷,危害税收征管罪,税,,,宁夏回族自治区吴忠市利通区,742980.0,,2017-01-22,
（2017）皖0825执101号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,3818.0,,2017-01-10,
（2016）渝0103民初20725号,福利待遇纠纷,危害税收征管罪,税,,,重庆市渝中区,9033.0,,2017-01-23,
（2016）浙01民初645号,侵害外观设计专利权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,住所地浙江省,1500000.0,严重,2017-01-20,
（2016）吉0621民初2365号,合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,吉林省,137500.0,,2017-01-13,
（2016）鲁0104民初4280号,劳动争议,妨害对公司企业的管理秩序罪,欺诈,,,住所地槐荫区,44000.0,,2017-01-05,
（2016）渝0105民初10173号,合同纠纷,危害税收征管罪,税,,,住所地重庆市,1000000.0,,2017-01-03,
（2016）豫1702民初3420号,案外人执行异议之诉,危害税收征管罪,税,,,河南省驻马店市驿城区,8000000.0,,2017-01-23,
（2017）新2301民初5263号,返还原物纠纷,妨害对公司企业的管理秩序罪,欺诈,,小学,住所地昌吉市,10000.0,,2017-01-19,
（2016）湘1302民初2744号,合同纠纷,危害税收征管罪,税,,,湖南省娄底市娄星区,148950.0,严重,2017-01-04,
（2016）苏1291民初294号,承揽合同纠纷,危害税收征管罪,税,,,住所地昆山市,3869100.0,严重,2017-01-19,
（2016）浙0703民初5236号,买卖合同纠纷,危害税收征管罪,税,,,住所地金华市,244300.0,,2017-01-12,
（2016）新2922刑初188号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,行贿,,初中,新疆维吾尔自治区,930000.0,数额较大,2017-01-21,150000.0
（2016）粤0606民初19888号,确认合同无效纠纷,危害税收征管罪,税,,,广东省,765000.0,,2017-01-19,
（2016）新4002民初2990号,建设工程施工合同纠纷,危害税收征管罪,税,,,新疆维吾尔自治区伊宁市,4415882.0,,2017-01-14,
（2016）苏0509民初8897号,劳动合同纠纷,危害税收征管罪,税,,,住所地江苏省,5565.0,,2017-01-10,
（2016）浙01民初647号,侵害外观设计专利权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,住所地浙江省,1500000.0,严重,2017-01-20,
（2016）豫0302刑初162号,诈骗,金融诈骗罪,诈骗,,小学,洛阳市,5000.0,情节严重,2017-01-24,5000.0
（2016）浙0106民初7664号,买卖合同纠纷,危害税收征管罪,税,,,住所地杭州市,216449.0,,2017-01-11,
（2016）苏0382执6410号,,侵犯知识产权罪,著作权,,,江苏省,,,2017-01-27,
（2016）浙05民初159号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省湖州市,200000.0,,2017-01-10,
（2016）苏0509执7999号,,危害税收征管罪,税,,,住所地江苏省,129120000.0,,2017-01-22,
（2016）浙0411刑初312号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|行贿|贪污|贿赂,,,户籍地浙江省,150000.0,数额较大,2017-01-25,150000.0
（2016）冀09民初124号,商标使用许可合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,河北省沧州市,31520000.0,,2017-01-05,
（2016）云2601刑初443号,,侵犯财产罪,敲诈勒索,,小学,云南省文山市,850.0,数额较大,2017-01-23,12000.0
（2016）云0702民初55号,房屋租赁合同纠纷,危害税收征管罪,税,,,云南省,50000.0,,2017-01-03,
（2016）浙0110民初16210号,产品责任纠纷,生产销售伪劣商品罪|妨害对公司企业的管理秩序罪|扰乱市场秩序罪,伪劣商品|欺诈|虚假广告,,,杭州市余杭区,10000.0,严重,2017-01-22,
（2017）皖0825执141号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,3087.0,,2017-01-12,
（2016）京0111民初17755号,劳动争议,危害税收征管罪,税,,,住所地北京市,56605.0,,2017-01-19,
（2016）苏1003民初1107号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地在扬州市,116044.0,,2017-01-07,
（2016）鲁0403刑初208号,诈骗,金融诈骗罪,诈骗,,初中,山东省枣庄市薛城区,,,2017-01-04,100000.0
（2016）浙0411民初3485号,民间借贷纠纷,危害税收征管罪,税,,,嘉兴市秀洲区,800000.0,,2017-01-19,
（2016）鄂01民终6972号,承揽合同纠纷,危害税收征管罪,税,,,湖北省武汉市,274941.0,,2017-01-16,
（2016）浙0681民初9173号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,790000.0,,2017-01-17,
（2016）鲁14民终2801,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈|虚假出资,,,山东省德州市,1040000.0,,2017-01-12,
（2018）皖1024执7号,,妨害对公司企业的管理秩序罪,债券|股票,,初中,安徽省,11000.0,,2017-01-08,
（2016）粤5103刑初498号,信用卡诈骗,金融诈骗罪,诈骗,,高中,户籍地广东省,100000.0,较轻,2017-01-19,50000.0
（2017）宁0106民初4968号,民间借贷纠纷,危害税收征管罪,税,,小学,宁夏回族自治区,100000.0,,2017-01-10,
（2016）浙0681刑初1493号,非法拘禁,金融诈骗罪,诈骗,,小学,浙江省,,特别严重,2017-01-23,30000.0
（2016）浙05民初162号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省湖州市,200000.0,,2017-01-10,
（2017）鲁06刑更87号,,金融诈骗罪,诈骗,,初中,山东省,50000.0,,2017-01-23,50000.0
（2016）浙05民初161号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省湖州市,200000.0,,2017-01-10,
（2015）渝北法民初字第19988号,股权转让纠纷,危害税收征管罪,税,,,住所地重庆市,39380000.0,严重,2017-01-17,
（2017）浙0783东刑初9号,,金融诈骗罪,诈骗,,小学,浙江省,2850.0,数额较大,2017-01-10,5000.0
（2017）宁01行终173号,,侵犯知识产权罪,商业秘密,,,住所地宁夏回族自治区,50.0,,2017-01-26,
（2017）宁01行终165号,,危害税收征管罪,税,,,住所地重庆市,65880.0,严重,2017-01-15,
（2016）京0115民初17757号,网络购物合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地北京市,37494.0,严重,2017-01-24,
（2016）浙0109刑初1373号,,金融诈骗罪,诈骗,,小学,户籍地儋州市,14600.0,数额巨大,2017-01-19,
（2017）皖0825执154号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-12,
（2016）浙0106行初252号,,金融诈骗罪|侵犯财产罪,敲诈勒索|诈骗,,,户籍地杭州市,400.0,较重,2017-01-03,
（2016）内2502民初4375号,案外人执行异议之诉,危害税收征管罪,税,,,住所地锡林浩特市,5000000.0,,2017-01-06,
（2017）冀04刑终32号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,高中,河北省,,,2017-01-15,
（2016）闽05民初1730号,侵害商标权纠纷,侵犯知识产权罪,著作权,,,住所地广东省,200000.0,情节严重,2017-01-10,
（2016）鄂01民终6811号,买卖合同纠纷,侵犯知识产权罪,知识产权,,,湖北省武汉市,432720.0,,2017-01-13,
（2016）浙0212行初95号,,危害税收征管罪,税,,,住所地浙江省,50.0,,2017-01-05,
（2017）皖0825执245号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-13,
（2016）沪0104民初24087号,侵害作品发行权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地广东省,5000.0,情节严重,2017-01-04,
（2016）鲁0211民初14960号,合伙协议纠纷,危害税收征管罪,税,,,山东省,129000.0,,2017-01-13,
（2016）黑0223民初1689号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地齐齐哈尔市,115481.0,严重,2017-01-23,
（2016）辽0103民初12262号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,沈阳市,800000.0,,2017-01-16,
（2016）粤0104民初41461号,信用卡纠纷,金融诈骗罪,诈骗,,,住所地广州市,2868.0,,2017-01-22,
（2017）皖0825执215号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-13,
（2017）辽0521刑初255号,,金融诈骗罪,诈骗,,,本溪满族自治县,100000.0,数额巨大,2017-01-18,80000.0
（2016）浙0381民初4678号,买卖合同纠纷,危害税收征管罪,税,,,浙江省瑞安市,45000.0,,2017-01-16,
（2017）鲁07民初39号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,山东省潍坊市,10000.0,,2017-01-09,
（2016）辽0281民初5739号,案外人执行异议之诉,危害税收征管罪,税,,,住所地瓦房店市,2000000.0,严重,2017-01-12,
（2016）川1622民初2637号,合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,四川省,2640540.0,,2017-01-20,
（2017）浙0702刑初65号,,金融诈骗罪,诈骗,,中专,金华市,75298.0,,2017-01-23,10000.0
（2017）冀01刑再2号,,金融诈骗罪,诈骗,,初中,河北省,10000.0,,2017-01-20,10000.0
（2016）皖0104民初7347-1号,民间借贷纠纷,金融诈骗罪,诈骗,,,住所地安徽省,,,2017-01-17,
（2016）粤1303民初3610号,产品责任纠纷,生产销售伪劣商品罪,伪劣商品,,,广东省惠州市惠阳区,6948.0,,2017-01-26,
（2016）黑0921民初909号,公司盈余分配纠纷,危害税收征管罪,税,,,黑龙江省,626416.0,,2017-01-17,
（2016）闽02民初388号,信用卡纠纷,破坏金融管理秩序罪,外汇,,,福建省厦门市,39170.0,,2017-01-16,
（2016）苏0591民初9972号,离婚后财产纠纷,危害税收征管罪,税,,,苏州工业园区,2880000.0,,2017-01-18,
（2016）浙0703民初4744号,民间借贷纠纷,危害税收征管罪,税,,,住所地金华市,2000000.0,,2017-01-10,
（2016）闽0203民初13983号,房屋租赁合同纠纷,危害税收征管罪,税,,,住所地福建省,194628.0,,2017-01-18,
（2016）鄂01民终7178号,财产保险合同纠纷,危害税收征管罪,税,,,住所地武汉市,140330.0,,2017-01-19,
（2016）鄂01民终6796号,合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地湖北省,30782.0,,2017-01-10,
（2016）鄂0104民初2378号,民间借贷纠纷,危害税收征管罪,税,,,湖北省,300000.0,,2017-01-19,
（2016）粤1802民初2592号,加工合同纠纷,破坏金融管理秩序罪|危害税收征管罪,税|高利贷,,,广东省清远市清城区,4055200.0,,2017-01-24,
（2016）皖0881执恢223号,,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,72500.0,,2017-01-18,
（2015）海民初字第6904号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,户籍地秦皇岛市,1000000.0,,2017-01-26,
（2017）豫1403民初32号,机动车交通事故责任纠纷,危害税收征管罪,税,,,河南省商丘市睢阳区,500000.0,,2017-01-20,
（2016）鲁0105民初1354号,,破坏金融管理秩序罪,高利贷,,,山东省济南市天桥区,100000.0,,2017-01-05,
（2016）浙0703民初5447号,合同纠纷,危害税收征管罪,税,,,住所地金华市,674186.0,,2017-01-18,
（2016）皖0302刑初340号,走私、贩卖、运输、制造毒品,走私罪,走私,,中学,安徽省,700.0,情节严重,2017-01-12,2000.0
（2017）新4002刑初828号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污|贿赂,,本科,新疆维吾尔自治区,690000.0,数额巨大,2017-01-25,200000.0
（2017）浙01民终8678号,网络服务合同纠纷,金融诈骗罪,诈骗,,,住所地浙江省,4750.0,,2017-01-14,
（2016）津0113民初3132号,修理合同纠纷,危害税收征管罪,税,,,住所地新密市,296112.0,严重,2017-01-04,
（2016）粤0112民初4132号,承揽合同纠纷,危害税收征管罪,税,,,住所地广州市,50629820.0,,2017-01-20,
（2017）新23民终1475号,房屋租赁合同纠纷,危害税收征管罪,税,,,维吾尔自治区,28000000.0,,2017-01-09,
（2016）闽0203民初13453号,房屋租赁合同纠纷,危害税收征管罪,税,,,住所地福建省,185400.0,,2017-01-18,
（2016）浙05民初160号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省湖州市,200000.0,,2017-01-10,
（2016）皖0104民初321号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地安徽省,73196875.0,,2017-01-05,
（2017）粤0114民初3989号,合同纠纷,危害税收征管罪,税,,,住所地广州市,285389.0,,2017-01-02,
（2016）豫0711民初910号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,住所地巩义市,738413.0,,2017-01-18,
（2017）宁0502民初3121号,物业服务合同纠纷,侵犯知识产权罪,商业秘密,,大专,宁夏回族自治区中卫市,9792.0,严重,2017-01-30,
（2016）苏0581刑初140号,,金融诈骗罪|危害税收征管罪|扰乱市场秩序罪,合同诈骗|税|诈骗,,高中,江苏省,3876478.0,特别严重,2017-01-17,4000000.0
（2016）浙0703民初5345号,合同纠纷,危害税收征管罪,税,,,住所地金华市,234263.0,,2017-01-05,
（2016）浙0110民12291号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,杭州市余杭区,1050.0,,2017-01-11,
2015年小商初字第00475号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,2600000.0,,2017-01-23,
（2016）桂12民终983号,买卖合同纠纷,金融诈骗罪,诈骗,,,住所地宜州市,296154.0,,2017-01-24,
（2017）云08刑终9号,,贪污贿赂罪,挪用公款|挪用资金|职务侵占,,,云南省普洱市,,,2017-01-13,
（2017）浙0103刑初4号,诈骗,金融诈骗罪,诈骗,,初中,户籍地山东菏泽市,15000.0,数额较大,2017-01-11,1000.0
（2015）穗海法民三初字第1938号,房屋租赁合同纠纷,危害税收征管罪,税,,,住所地广州市,2569663.0,,2017-01-04,
（2016）苏06民终1993号,劳动争议,危害税收征管罪,税,,,住所地如东县,214000.0,,2017-01-07,
（2016）冀01刑终1065号,诈骗,金融诈骗罪,诈骗,,初中,河北省,160000.0,数额巨大,2017-01-03,10000.0
（2017）新2323民初2437号,农村土地承包合同纠纷,危害税收征管罪,税,,,新疆维吾尔自治区,239560.0,,2017-01-10,
（2016）沪0101民初20401号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地广州市,4797.0,严重,2017-01-23,
（2014）镇民初字第00095号,建设工程施工合同纠纷,危害税收征管罪,税,,中学,住所地江苏省,51773468.0,,2017-01-22,
（2016）皖0521民初3013号,机动车交通事故责任纠纷,危害税收征管罪,税,,中学,安徽省,96310.0,严重,2017-01-17,
（2016）粤0606民初19391号,股权转让纠纷,危害税收征管罪,税,,,广东省,130000.0,,2017-01-17,
（2017）冀民终9号,侵害商标权纠纷,侵犯知识产权罪,知识产权,,,河北省,3000000.0,,2017-01-17,
（2017）青28民初58号,建设工程施工合同纠纷,危害税收征管罪,税,,,青海省,5760240.0,严重,2017-01-22,
（2017）桂0821民初20号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,广西壮族自治区,20000.0,,2017-01-01,
（2015）鄂硚口民一初字第00812号,机动车交通事故责任纠纷,危害税收征管罪,税,,,湖北省武汉市硚口区,1010211.0,,2017-01-03,
（2017）青2823民初156号,返还原物纠纷,危害税收征管罪,税,,,青海省天峻县,104800.0,,2017-01-16,
（2017）鲁06刑更133号,,危害税收征管罪,税,,高中,山东省,35000.0,,2017-01-23,35000.0
（2016）渝0108民初700号,民间借贷纠纷,危害税收征管罪,税,,,重庆市,130192.0,严重,2017-01-20,
（2016）川13民终1007号,借款合同纠纷,妨害对公司企业的管理秩序罪,股票,,,住所地南充市,1000000.0,,2017-01-24,
（2017）鲁06刑更271号,,危害税收征管罪|侵犯财产罪,敲诈勒索|税,,初中,山东省,3000.0,,2017-01-23,3000.0
（2016）湘05民终1837号,劳动争议,危害税收征管罪,税|逃税,,,湖南省,8786.0,,2017-01-09,
（2017）宁0502民初1695号,劳动争议,危害税收征管罪|侵犯知识产权罪,商业秘密|税,,,宁夏回族自治区中卫市,130000.0,严重,2017-01-12,
（2017）浙1003民初10040号,民间借贷纠纷,金融诈骗罪,诈骗,,,台州市,500000.0,,2017-01-04,
（2016）苏10民申91号,民间借贷纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,住所地在扬州市,,,2017-01-11,
（2017）粤19刑终228号,,金融诈骗罪,诈骗,,初中,户籍地所在为江西省,39800.0,数额巨大,2017-01-01,12000.0
（2016）闽0921民初3737号,买卖合同纠纷,危害税收征管罪,税,,,住所福建省,163200.0,,2017-01-12,
（2016）浙02民初1054号之一,侵害发明专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省宁波市,7300.0,,2017-01-20,
（2016）粤0606民初7936号,买卖合同纠纷,危害税收征管罪,税,,,广东省,252361.0,严重,2017-01-18,
（2016）皖1721民初569号,名誉权纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|行贿|贿赂,,,住所地安徽省,16600000.0,严重,2017-01-03,
（2017）晋0603民初545号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地河北省,5000000.0,严重,2017-01-26,
（2016）浙0523民初190号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地安吉阳光工业园一区,4300588.0,,2017-01-23,
（2017）豫06民辖终4号,合同纠纷,破坏金融管理秩序罪,外汇,,,合同履行地均在河南省,,,2017-01-05,
（2015）淮执字第00026号,,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,7000.0,,2017-01-23,
（2017）皖0825执242号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,3000.0,,2017-01-17,
（2017）豫1322行审11号,,危害税收征管罪,税,,,河南省,29520.0,,2017-01-19,
（2017）浙07民终5809号,合同纠纷,危害税收征管罪,税,,,浙江省,1005000.0,,2017-01-04,
（2016）浙0523民初4367号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地安吉县,2879714.0,,2017-01-04,
（2016）浙0106民初9201号,著作权权属、侵权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地北京市,7000.0,,2017-01-09,
（2016）苏0982民初2048号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地盐城市,1210000.0,严重,2017-01-23,
（2016）浙0523民初6738号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地上海市,302947.0,,2017-01-10,
（2016）桂民终367号,侵害作品放映权纠纷,侵犯知识产权罪,著作权,,,住所地北京市,50.0,,2017-01-10,
（2016）粤1802民初5508号,劳动合同纠纷,危害税收征管罪,税,,,广东省清远市清城区,203903.0,严重,2017-01-10,
（2016）渝0108民初10965号,金融借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地重庆市,499800.0,严重,2017-01-06,
（2016）皖0104民初322号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地福建省,16920000.0,,2017-01-05,
（2017）桂0108民初2259号,挂靠经营合同纠纷,危害税收征管罪,税,,,广西壮族自治区南宁市良庆区,100.0,,2017-01-17,
（2017）新民再208号,劳动争议,危害税收征管罪,税,,,新疆维吾尔自治区,220004.0,,2017-01-10,
（2017）辽02行申8号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,住所地大连市,,,2017-01-12,
（2016）赣0722民初188号之二,建设工程施工合同纠纷,贪污贿赂罪,职务侵占,,,江西省信丰县,,,2017-01-16,
（2016）云2822刑初625号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|行贿|贪污|贿赂,,本科,云南省,160000.0,,2017-01-18,100000.0
（2016）赣07民终3385号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,江西省,2000000.0,,2017-01-24,
（2016）黔0181民初2343号,土地承包经营权纠纷,危害税收征管罪,税,,,住所清镇,70000.0,严重,2017-01-11,
（2017）鲁06刑更20号,,危害税收征管罪,税,,,山东省,,,2017-01-23,5000.0
（2016）皖0104民初5901号,民间借贷纠纷,危害税收征管罪,税,,,住所地合肥市,4020000.0,,2017-01-09,
（2017）鲁06刑更282号,,危害税收征管罪,税,,初中,山东省,,,2017-01-23,4000.0
（2016）粤2072民初12650号,侵权责任纠纷,贪污贿赂罪,职务侵占,,,住所地广东省,3895.0,,2017-01-18,
（2016）豫1221民初1220号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地渑池县,1000000.0,,2017-01-22,
（2016）湘0723民初1455号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地澧县,448598.0,,2017-01-03,
（2016）黑民终541号,买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地广东省,39999669.0,,2017-01-04,
（2017）粤17民终1264号,买卖合同纠纷,危害税收征管罪,税,,,广东省阳江市,81868.0,严重,2017-01-01,
（2017）辽02刑更50号,诈骗,金融诈骗罪,诈骗,,,辽宁省,500000.0,,2017-01-25,500000.0
（2016）渝0108民初10968号,金融借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地重庆市,459800.0,严重,2017-01-06,
（2017）鲁06刑更227号,,危害税收征管罪,税,,初中,山东省,,,2017-01-23,160000.0
（2017）皖0825执80号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2286.0,,2017-01-12,
（2016）沪03执85号,,妨害对公司企业的管理秩序罪|侵犯知识产权罪,债券|知识产权|股票,,,住所地上海市,203218.0,,2017-01-09,
（2016）黑民终538号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地广东省,480107048.0,,2017-01-04,
（2017）黔0181刑初46号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,贵州省,,情节严重,2017-01-22,1000.0
（2017）辽02民终5745号,房屋租赁合同纠纷,危害税收征管罪,税,,,住所地辽宁省,670000.0,,2017-01-02,
（2017）黔0181刑初40号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,贵州省,100.0,情节严重,2017-01-22,1000.0
（2017）辽02民终9303号,物权保护纠纷,危害税收征管罪,税,,,辽宁省大连市,700000.0,严重,2017-01-08,
（2017）辽02民终9848号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地大连市,105900.0,,2017-01-17,
（2016）浙0203民初4987号,买卖合同纠纷,危害税收征管罪,税,,,宁波市海曙区,962660.0,,2017-01-23,
（2017）津0103民初12205号,继承纠纷,妨害对公司企业的管理秩序罪,股票,,,天津市,372.0,,2017-01-11,
（2014）滨中民四初字第13号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地山东省,5431857.0,,2017-01-13,
（2017）浙0213民初5527号,民间借贷纠纷,危害税收征管罪,税,,,宁波市,150000.0,,2017-01-28,
（2017）黔0181刑初13号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,贵州省,100.0,情节严重,2017-01-11,1000.0
（2017）黔0181刑初37号,非法持有毒品,走私罪,走私,,初中,贵州省,,情节严重,2017-01-19,3000.0
（2016）浙0282民初13174号,买卖合同纠纷,危害税收征管罪,税,,,浙江省慈溪市,12400.0,,2017-01-06,
（2017）辽02民初680号,金融借款合同纠纷,危害税收征管罪,税,,,住所地大连市,50000000.0,,2017-01-25,
（2017）辽02民终8581号,房屋买卖合同纠纷,危害税收征管罪,税,,,辽宁省,5990000.0,,2017-01-15,
（2017）皖0803执128号,,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,13000.0,,2017-01-16,
（2016）浙0502民初3624号,加工合同纠纷,危害税收征管罪,税,,,湖州市吴兴区,11983730.0,,2017-01-19,
（2016）鲁0214刑初533号,,金融诈骗罪,诈骗,,初中,户籍地江西省,1000000.0,情节严重,2017-01-10,90000.0
（2016）赣07民初225号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,江西省赣州市,500000.0,,2017-01-24,
（2017）辽02民初527号,金融借款合同纠纷,危害税收征管罪,税,,,辽宁省大连市,42233291.0,,2017-01-10,
（2017）辽02民终9309号,建设工程分包合同纠纷,危害税收征管罪,税,,,住所地大连经济技术开发区,12000000.0,,2017-01-17,
（2016）云2822刑初597号,走私、贩卖、运输、制造毒品,走私罪,走私,,文盲,云南省勐海县,20000.0,,2017-01-18,20000.0
（2016）浙0110民初13025号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,杭州市,463.0,,2017-01-16,
（2017）辽02民终9337号,房屋租赁合同纠纷,危害税收征管罪,税,,,辽宁省,11194357.0,严重,2017-01-19,
（2016）粤1972刑初1879号,故意伤害,危害税收征管罪,税,,初中,广东省,480126.0,,2017-01-06,
（2017）黔0181刑初34号,滥伐林木,贪污贿赂罪,职务侵占,,初中,贵州省清镇市,2414.0,,2017-01-23,1000.0
（2016）湘05民终1833号,劳动争议,危害税收征管罪,税|逃税,,,湖南省,56490.0,,2017-01-09,
（2016）浙0203刑初561号,诈骗,金融诈骗罪|侵犯知识产权罪,假冒注册商标|诈骗,,,宁波市,3000000.0,特别严重,2017-01-04,200000.0
（2016）沪0109民初22203号,机动车交通事故责任纠纷,危害税收征管罪,税,,,户籍地山东省,1000000.0,严重,2017-01-11,
（2017）新2922民初1184号,金融借款合同纠纷,危害税收征管罪,税,,,新疆维吾尔自治区温宿县,46044.0,,2017-01-30,
（2016）粤1971民初24724号,与公司有关的纠纷,妨害对公司企业的管理秩序罪,欺诈,,,广东省东莞市,500000.0,,2017-01-18,
（2016）鲁01民初1758号,商业贿赂不正当竞争纠纷,危害税收征管罪|贪污贿赂罪,税|贿赂,,,住所地山东省,3740000.0,,2017-01-16,
（2016）豫0182民初1871号,民间借贷纠纷,金融诈骗罪,诈骗,,,河南省,330000.0,数额巨大,2017-01-09,
（2016）湘31民终1112号,违反安全保障义务责任纠纷,妨害对公司企业的管理秩序罪|扰乱市场秩序罪,欺诈|非法经营,,,湖南省,2000000.0,,2017-01-23,
