案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2018桂10刑初62号,故意伤害,危害税收征管罪|侵犯财产罪,敲诈勒索|税,,初中,广西壮族自治区,400000.0,较轻,2019-01-30,
（2018）京73行初1312号,行政裁决,侵犯知识产权罪,知识产权,,,住所地中华人民共和国广东省,,,2019-01-21,
（2018）皖0111民初3267号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,住所地合肥市,1000000.0,,2019-01-28,
（2019）晋0215刑初88号,挪用资金,贪污贿赂罪,挪用资金,,初中,山西省,300000.0,严重,2019-01-22,
（2018）闽0104民初4439号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,福建省,213000.0,,2019-01-24,
（2019）闽0182民初3459号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地福建省,1270000.0,,2019-01-31,
（2018）云0102民初14165号,合同纠纷,妨害对公司企业的管理秩序罪,股票,,,云南省,2055693.0,,2019-01-23,
（2018）云2930民初886号,机动车交通事故责任纠纷,危害税收征管罪,税,,,云南省洱源县,32384.0,严重,2019-01-28,
（2019）桂0804民初9号,民间借贷纠纷,危害税收征管罪,税,,,广西壮族自治区,29200.0,,2019-01-28,
（2018）浙04民终2984号,民间借贷纠纷,金融诈骗罪,诈骗,,,浙江省嘉兴市,90360000.0,,2019-01-30,
（2018）苏1283民初7066号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,46500.0,严重,2019-01-29,
（2018）浙0411民初5280号,商品房预售合同纠纷,危害税收征管罪,税,,,嘉兴市秀洲区,346056.0,,2019-01-30,
（2018）云0102刑初1330号,诈骗,金融诈骗罪,诈骗,,小学,昆明市,32400.0,数额巨大,2019-01-09,4000.0
（2019）粤1973民初1103号,买卖合同纠纷,危害税收征管罪,税,,,广东省东莞市,809021.0,,2019-01-31,
（2018）浙0502民初6474号,买卖合同纠纷,危害税收征管罪,税,,,浙江省湖州市吴兴区,9302.0,,2019-01-30,
（2018）浙02民终4543号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,小学,浙江省宁波市,9050.0,,2019-01-31,
（2018）闽行申652号,房屋登记管理（房屋登记）,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,住所地福建省,,,2019-01-17,
（2018）云01民初1943号,侵害作品放映权纠纷,侵犯知识产权罪,著作权,,,文书内容云南省昆明市,20000.0,,2019-01-31,
（2018）豫0181刑初989号,组织、领导传销活动,金融诈骗罪,诈骗,,小学,籍贯河南省,,情节严重,2019-01-22,40000.0
（2019）粤06刑更12号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,专科,广东省,,,2019-01-30,
（2018）闽0626民初241号,租赁合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地山东省,870000.0,严重,2019-01-22,
（2019）闽02刑终86号,聚众斗殴,侵犯财产罪,敲诈勒索,,小学,户籍地福建省,32000.0,,2019-01-22,5000.0
（2018）浙06行初212号,行政补偿,妨害对公司企业的管理秩序罪,欺诈,,,住所地绍兴市,8650.0,,2019-01-29,
（2019）浙06刑更1号,集资诈骗,破坏金融管理秩序罪|金融诈骗罪,诈骗|非法吸收公众存款,,大专,户籍地浙江省,240100.0,情节严重,2019-01-23,50000.0
（2018）浙0213刑初468号,开设赌场,破坏金融管理秩序罪,高利贷,,初中,地点是在塘下村,57300.0,情节严重,2019-01-30,10000.0
（2019）川01行初33号,其他行政行为,金融诈骗罪,诈骗,,,四川省,6000000.0,,2019-01-02,
（2018）浙07民终5107号,商品房预售合同纠纷,金融诈骗罪,诈骗,,,住所地浙江省,1806336.0,严重,2019-01-08,
（2019）粤06刑更1号,受贿；贪污,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,初中,广东省,,,2019-01-30,
（2019）皖1824执90号,买卖合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,,,2019-01-28,
（2019）浙10刑更75号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,55000.0,,2019-01-24,55000.0
（2019）闽0182民初3450号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地福建省,778153.0,,2019-01-31,
（2019）甘7101刑初1号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,户籍地湖北省,3000.0,特别严重,2019-01-30,3000.0
（2018）粤0402刑初1922号,故意伤害,危害税收征管罪,税,,高中,户籍地广东省,64269.0,特别严重,2019-01-09,
（2019）苏刑更58号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-23,
（2018）浙民申3773号,执行异议之诉,危害税收征管罪,税,,,浙江省,1670000.0,,2019-01-29,
（2018）豫71行终318号,税务行政管理（税务）,危害税收征管罪,税,,,住所地郑州市,15104841.0,,2019-01-07,
（2018）闽0104民初2954号,买卖合同纠纷,危害税收征管罪,税,,,住所地福州市,38000.0,严重,2019-01-03,
（2018）闽05执2644号之一,知识产权权属、侵权纠纷,侵犯知识产权罪,知识产权,,,住所地山东省,40000.0,,2019-01-10,
（2018）浙02民终4542号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,浙江省宁波市,10596.0,,2019-01-23,
（2018）沪73民初593号,侵害外观设计专利权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,住所地上海市,500000.0,严重,2019-01-31,
（2018）桂0881民初4582号,商品房预售合同纠纷,危害税收征管罪,税,,,广西壮族自治区桂平市,8160000.0,,2019-01-28,
（2019）苏刑更21号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-23,
（2019）粤06刑更7号,抢夺；票据诈骗,金融诈骗罪,诈骗,,初中,广东省,943216.0,,2019-01-30,105000.0
（2018）桂0332执247号,合同、无因管理、不当得利,妨害对公司企业的管理秩序罪,欺诈,,,广西壮族自治区,30650.0,,2019-01-30,
（2018）川0105民初13990号,股权转让纠纷,危害税收征管罪,税,,,四川省,26000000.0,,2019-01-16,
（2018）浙06民申190号,民间借贷纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,浙江省,40000.0,,2019-01-10,
（2018）闽0304民初830号,医疗损害责任纠纷,危害税收征管罪,税,,专科,住所福建省,618960.0,严重,2019-01-22,
（2017）粤1973执恢108号之三,借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住址为广东省,786411.0,,2019-01-21,
（2018）宁0122民初7514号,劳动争议,危害税收征管罪,税,,大专,住所地区,2286.0,严重,2019-01-17,
（2018）皖1102民初2773号,劳动争议,贪污贿赂罪,贪污,,,住所地安徽省,332358.0,严重,2019-01-25,200.0
（2019）云01刑初9号,销售假冒注册商标的商品,侵犯知识产权罪,假冒注册商标|知识产权,,专科,云南省,205725.0,数额较大,2019-01-31,60000.0
（2019）粤06刑更22号,挪用公款,贪污贿赂罪,挪用公款|贪污,,大专,广东省,60000.0,,2019-01-30,
（2018）沪74执31号,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地上海市,63854.0,,2019-01-15,
（2019）粤06刑更5号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,初中,广东省,,,2019-01-30,
（2019）陕07刑更162号,诈骗,金融诈骗罪,诈骗,,大专,陕西省,200000.0,,2019-01-18,200000.0
（2018）浙02执恢26号之十五,其他案由,危害税收征管罪,税,,,浙江省宁波市,1690000.0,,2019-01-17,
（2019）川01行初40号,其他行政行为,金融诈骗罪,诈骗,,,四川省,6000000.0,,2019-01-02,
（2018）浙02民终2453号,债权人代位权纠纷,破坏金融管理秩序罪|危害税收征管罪|侵犯知识产权罪,商业秘密|税|非法集资,,,浙江省宁波市,200630663.0,,2019-01-07,
（2018）内2525民初1830号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,内蒙古自治区,50.0,严重,2019-01-21,
（2018）苏0281民初16583号,加工合同纠纷,危害税收征管罪,税,,,住所地江阴市,196000.0,,2019-01-11,
（2018）浙02民初1251号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省宁波市,100000.0,,2019-01-23,
（2018）闽0681刑初791号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,小学,户籍地福建省,3350000.0,情节严重,2019-01-29,300000.0
（2018）浙04民终2663号,合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税|逃税,,,浙江省,1500000.0,严重,2019-01-31,104214.0
（2019）浙06执恢3号,罚金,金融诈骗罪,诈骗,,,浙江省,80000.0,,2019-01-07,
（2019）苏刑更17号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-23,
（2019）闽0205民初455号,房屋租赁合同纠纷,危害税收征管罪,税,,,自由贸易试验区,,,2019-01-24,
（2019）粤06刑更30号,贪污,贪污贿赂罪,贪污,,小学,广东省,126133.0,,2019-01-30,
（2018）浙03执542号之一,典当纠纷,危害税收征管罪,税,,,住所地浙江省,300000.0,,2019-01-17,
（2018）浙02执恢26号之十八,其他案由,危害税收征管罪,税,,,浙江省宁波市,1080000.0,,2019-01-17,
（2019）苏刑更59号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-23,
（2018）浙0411民初4661号,商品房预售合同纠纷,危害税收征管罪,税,,,嘉兴市秀洲区,163000.0,,2019-01-30,
（2018）浙0105民初7841号,民间借贷纠纷,金融诈骗罪,诈骗,,,杭州市,70000.0,,2019-01-03,
（2018）晋0502刑初529号,诈骗；敲诈勒索；非法拘禁,金融诈骗罪|危害税收征管罪|侵犯财产罪,敲诈勒索|税|诈骗,,小学,山西省,448761.0,严重,2019-01-28,100000.0
（2018）浙02执恢26号之十四,其他案由,危害税收征管罪,税,,,浙江省宁波市,1540000.0,,2019-01-17,
（2018）浙01民终9882号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,450235.0,严重,2019-01-30,
（2018）鲁04行初44号,行政强制,危害税收征管罪,税,,,住所地枣庄市,3600000.0,严重,2019-01-23,
（2018）苏刑更702号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2019）粤06刑更6号,贪污,贪污贿赂罪,贪污,,高中,广东省,,,2019-01-30,
（2018）浙02执恢26号之十六,其他案由,危害税收征管罪,税,,,浙江省宁波市,1330000.0,,2019-01-17,
（2018）云0722民初1072号,民间借贷纠纷,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪,欺诈|非法吸收公众存款,,小学,云南省永胜县,52928.0,严重,2019-01-11,
（2019）浙02刑终9号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,浙江省宁波市,13000.0,严重,2019-01-07,8000.0
（2018）闽0583民初9231号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪|金融诈骗罪,欺诈|诈骗,,,住所地福建省,23576278.0,,2019-01-18,
（2018）浙02民初1474号,侵害实用新型专利权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,浙江省宁波市,50000.0,,2019-01-31,
（2018）苏刑更712号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2017）晋1002民初1634号,建设工程施工合同纠纷,危害税收征管罪,税,,,山西省临汾市尧都区,25524937.0,,2019-01-22,
（2019）冀刑更4号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,河北省,,,2019-01-22,
（2018）浙02民终3879号,房屋买卖合同纠纷,危害税收征管罪,税,,,浙江省,1581000.0,,2019-01-09,
（2018）桂0126刑初493号,侵犯公民个人信息,金融诈骗罪,诈骗,,初中,广西壮族自治区宾阳县,180000.0,情节严重,2019-01-28,5000.0
（2019）冀0823民初122号,不当得利纠纷,金融诈骗罪,诈骗,,,住所地平泉市,39116.0,,2019-01-29,100.0
（2015）霸民初字第2274号,借款合同纠纷,金融诈骗罪,诈骗,,,河北省霸州市,10000000.0,,2019-01-30,
（2019）浙10刑更74号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,高中,浙江省,50000.0,,2019-01-24,50000.0
（2018）浙02执717号,知识产权权属、侵权纠纷,侵犯知识产权罪,知识产权|著作权,,,浙江省宁波市,320000.0,,2019-01-07,
（2018）苏刑更703号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,32700.0,严重,2019-01-22,
（2018）苏0115民初2296号,合同纠纷,危害税收征管罪,税,,,住所地南京市,300000000.0,,2019-01-10,
（2018）鄂0103民初11788号,房屋买卖合同纠纷,危害税收征管罪,税,,,住所地武汉市,552822.0,,2019-01-28,
（2018）浙02民终4537号,著作权权属、侵权纠纷,危害税收征管罪|侵犯知识产权罪,税|著作权,,,浙江省宁波市,11220.0,,2019-01-23,
（2018）浙02民初1473号,侵害外观设计专利权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,浙江省宁波市,20000.0,,2019-01-31,
（2019）川01行初35号,其他行政行为,金融诈骗罪,诈骗,,,四川省,6000000.0,,2019-01-02,
（2018）闽0525刑初281号,滥伐林木,金融诈骗罪,诈骗,,小学,福建省,58000.0,严重,2019-01-29,25000.0
（2018）桂0881民初4578号,商品房预售合同纠纷,危害税收征管罪,税,,,广西壮族自治区桂平市,732895.0,,2019-01-31,
（2019）皖1324刑申1号,走私、贩卖、运输、制造毒品,走私罪,走私,,,安徽省,3000.0,,2019-01-15,
（2019）浙02刑终31号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,大专,浙江省,,,2019-01-11,80000.0
（2019）粤06刑更26号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,广东省,20000.0,,2019-01-30,
（2018）浙03民终4788号,名誉权纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税,,,浙江省温州市,720000.0,严重,2019-01-23,
（2019）粤0606执9114号之一,买卖合同纠纷,妨害对公司企业的管理秩序罪,股票,,,广东省,19205.0,,2019-01-09,
（2019）粤06刑更13号,贪污,贪污贿赂罪,贪污,,大专,广东省,40200.0,,2019-01-30,
（2018）黔0523民初2589号,追索劳动报酬纠纷,妨害对公司企业的管理秩序罪,欺诈,,,贵州省,15200.0,,2019-01-18,
（2019）晋0931刑初145号,诈骗,金融诈骗罪,诈骗,,高中,山西省,28800.0,严重,2019-01-22,6000.0
（2018）桂12行初98号,行政裁决,危害税收征管罪,税,,,住所地广西东兰县,50.0,,2019-01-29,
（2019）云2627行审11号,行政处罚,危害税收征管罪,税,,,云南省,38045.0,,2019-01-22,38045.0
（2019）桂03民终3323号,民间借贷纠纷,危害税收征管罪,税,,,广西壮族自治区桂林市,31870000.0,,2019-01-17,
（2019）苏刑更20号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-23,
（2019）闽0205民初426号,合同纠纷,危害税收征管罪,税,,,住所地福建省,50.0,,2019-01-22,
（2019）晋0411刑初60号,组织、领导传销活动,危害税收征管罪,税,30.0,小学,地点在合肥市,4384700.0,情节严重,2019-01-08,60000.0
（2018）鲁0113民初4138号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,山东省,2210000.0,,2019-01-08,
（2018）云0722民初1033号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,,云南省永胜县,667300.0,严重,2019-01-29,
（2018）云0103刑初625号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,初中,昆明市,5433436.0,数额巨大,2019-01-24,50000.0
（2018）冀04民申311号,合同纠纷,妨害对公司企业的管理秩序罪,欺诈|股票,,,河北省,100000.0,,2019-01-10,
（2019）琼9030执68号,民间借贷纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,海南省,1996476.0,,2019-01-18,
（2018）粤0111刑初2787号,故意伤害,危害税收征管罪,税,14.0,初中,广东省广州市白云区,226537.0,严重,2019-01-23,
（2019）浙06刑终34号,诈骗,金融诈骗罪,诈骗,,高中,浙江省,4605.0,,2019-01-23,6000.0
（2018）苏0111刑初777号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,24500.0,,2019-01-03,3000.0
（2018）粤0402刑初1904号,诈骗,破坏金融管理秩序罪|金融诈骗罪,外汇|诈骗,,初中,户籍地浙江省,38150.0,特别严重,2019-01-02,10000.0
（2018）浙04民终2980号,合同纠纷,危害税收征管罪,税,,,浙江省嘉兴市,500000.0,,2019-01-22,
（2018）浙04民终2482号,房屋买卖合同纠纷,危害税收征管罪,税,,,浙江省嘉兴市,2000000.0,,2019-01-04,
（2018）苏刑更719号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2018）桂0103民初7505号,追偿权纠纷,危害税收征管罪,税,,,住所地广西壮族自治区,80321.0,,2019-01-18,
［2018］内2224刑初169号,诈骗,破坏金融管理秩序罪|金融诈骗罪,洗钱|诈骗,30.0,初中,内蒙古自治区突泉县,459200.0,情节严重,2019-01-24,200000.0
（2018）鲁0704民初1167号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,山东省潍坊市坊子区,5616088.0,严重,2019-01-23,
（2018）皖1502民初4199号,建设工程施工合同纠纷,危害税收征管罪,税,,大专,住所地六安市,4000000.0,,2019-01-17,5000.0
（2019）闽0205民初430号,合同纠纷,危害税收征管罪,税,,,住所地福建省,50.0,,2019-01-22,
（2018）粤0391执2202号之一,借款合同纠纷,妨害对公司企业的管理秩序罪,股票,,,广东省深圳前海合作区,129776.0,,2019-01-20,
（2018）桂0503民初966号,商品房预售合同纠纷,危害税收征管罪,税,,,广西壮族自治区北海市银海区,627343.0,,2019-01-14,
（2018）苏0111刑初957号,盗窃,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,江苏省,2998.0,,2019-01-09,1000.0
（2018）闽07民终1503号,金融借款合同纠纷,危害税收征管罪,税,,,住所地南平市,9156574.0,严重,2019-01-02,
（2018）浙03民终4686号,建设工程合同纠纷,危害税收征管罪,税,,,浙江省温州市,39680835.0,,2019-01-10,
（2018）黑0604民初5432号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地天津市,109397862.0,,2019-01-17,229600.0
（2018）闽0212民初4817号,确认合同无效纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,福建省,1920000.0,,2019-01-29,
（2018）浙07行初242号,行政复议,危害税收征管罪,税,,,住所地浙江省,40000000.0,,2019-01-29,
（2019）粤06刑更31号,贪污,贪污贿赂罪,贪污,,大专,广东省,,,2019-01-30,
（2019）皖1824执恢22号,,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省绩溪县,40000.0,,2019-01-30,
（2018）鲁行申1042号,行政确认,妨害对公司企业的管理秩序罪,欺诈,,,住所地薛城区,2000000.0,,2019-01-22,
（2018）粤1802民初7279号,侵害商标权纠纷,危害税收征管罪,税,,,广东省清远市清城区,30000.0,严重,2019-01-29,
（2019）粤06刑更9号,贪污,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,中专,广东省,172776.0,,2019-01-30,
（2018）皖0203刑初214号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,初中,户籍地为江苏省,50000000.0,特别严重,2019-01-16,100000.0
（2018）冀0102民初5375号,公司决议纠纷,破坏金融管理秩序罪,非法集资,,,住所地石家庄市,114000000.0,,2019-01-09,
（2019）粤06刑更11号,贪污,贪污贿赂罪,贪污,,中专,广东省,100000.0,,2019-01-30,100000.0
（2018）粤0491民初1418号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,住所地珠海市,1150.0,,2019-01-30,
（2019）冀0823民初18号,提供劳务者受害责任纠纷,危害税收征管罪,税,,,住所地平泉市,85950.0,严重,2019-01-22,
（2018）浙01民初236号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,浙江省杭州市,50000.0,严重,2019-01-22,
（2018）桂0126刑初410号,妨害信用卡管理,金融诈骗罪,诈骗,,初中,广西壮族自治区宾阳县,10000.0,特别严重,2019-01-30,62000.0
（2018）闽0802民初2678号,承揽合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地福建省,1463408.0,,2019-01-24,
（2019）苏刑更52号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2018）桂0103民初7892号,委托合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地南宁市,110082.0,,2019-01-31,
（2018）皖1302民初8144号,买卖合同纠纷,危害税收征管罪,税,,,安徽省宿州市埇桥区,511242.0,,2019-01-07,
（2017）云2801刑初73号之二,行贿；串通投标,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税|行贿|贪污|贿赂,,高中,云南省,2900000.0,情节严重,2019-01-11,420000.0
（2018）宁02民初278号,借款合同纠纷,金融诈骗罪,诈骗,,,宁夏回族自治区石嘴山市,,,2019-01-10,
（2018）浙民再444号,金融借款合同纠纷,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪|贪污贿赂罪,受贿|外汇|欺诈,,,住所地绍兴市,57000000.0,,2019-01-29,100000.0
（2018）苏刑更725号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2019）云08刑初4号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省普洱市,30000.0,,2019-01-29,
（2019）甘02民终32号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地江西省,8565.0,,2019-01-15,
（2019）粤1702刑初33号,开设赌场,破坏金融管理秩序罪,高利贷,,高中,户籍地址广东省,6000.0,情节严重,2019-01-24,1000.0
（2019）闽0182民初3458号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地福建省,816416.0,,2019-01-31,
（2018）闽08民终1963号,股权转让纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地福建省,16500000.0,严重,2019-01-10,
（2019）粤06刑更16号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,广东省,20000.0,,2019-01-30,
（2018）浙06民申213号,民间借贷纠纷,贪污贿赂罪,职务侵占,,,浙江省绍兴市,500000.0,,2019-01-11,
（2019）黑1002执异1号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地黑龙江省,1760305.0,,2019-01-15,
（2018）苏刑更720号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江苏省,,严重,2019-01-22,
（2017）粤04刑初179号,走私普通货物、物品；行贿,走私罪|妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税|股票|行贿|贪污|贿赂|走私|逃税,,小学,住所地广东省,21330424.0,情节严重,2019-01-23,10000000.0
（2019）浙1081执1198号,买卖合同纠纷,危害税收征管罪,税,,,浙江省,573.0,,2019-01-30,
（2019）黔0425执异3号,金融借款合同纠纷,危害税收征管罪,税,,,贵州省,407947.0,,2019-01-16,
（2018）鲁04行初21号,行政强制,危害税收征管罪,税,,,住所地山东省,26000.0,严重,2019-01-23,
（2018）陕0122民初1604号,返还原物纠纷,危害税收征管罪,税,,,陕西省蓝田县,6380000.0,严重,2019-01-29,
（2018）陕0113民初4409号,信托纠纷,危害税收征管罪,税,,中专,西安市雁塔区,1394770253.0,,2019-01-07,
（2019）粤06刑更14号,贪污；行贿；对非国家工作人员行贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,行贿|贪污,,大专,广东省,100000.0,,2019-01-30,
（2019）粤06刑更20号,贪污,贪污贿赂罪,贪污,,高中,广东省,20000.0,,2019-01-30,
（2018）浙06民终4473号,民间借贷纠纷,侵犯财产罪,敲诈勒索,,,浙江省,100000.0,,2019-01-03,
（2018）粤0491民初1419号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,住所地珠海市,1150.0,,2019-01-30,
（2019）苏刑更55号,诈骗,金融诈骗罪,诈骗,,,江苏省,,严重,2019-01-22,
（2018）浙07民终5108号,商品房预售合同纠纷,金融诈骗罪,诈骗,,,住所地金华市,4242508.0,严重,2019-01-08,
（2018）浙民初50号,票据追索权纠纷,金融诈骗罪,诈骗,,,住所地福建省,1038382422.0,,2019-01-16,
（2019）黔民终995号,证券虚假陈述责任纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,债券|欺诈|税|股票,,,贵州省,598382653.0,严重,2019-01-22,
（2019）浙02刑终42号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,,,2019-01-10,25000.0
（2019）闽07刑更81号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,中专,福建省,103000.0,,2019-01-29,
（2018）辽02民初1582号,融资租赁合同纠纷,危害税收征管罪,税,,,辽宁省大连市,24410817038.0,,2019-01-30,
（2018）闽0703行初26号,行政处罚,走私罪|危害税收征管罪,税|走私,,,住所地莆田市,200000.0,,2019-01-22,40000.0
（2019）内09民终57号,土地承包经营权纠纷,危害税收征管罪,税,,,内蒙古自治区,,,2019-01-23,
（2018）京73行初10521号,行政裁决,侵犯知识产权罪,知识产权|著作权,,,住所地美利坚合众国康涅狄格州斯坦福德市,,,2019-01-29,
（2018）黑0113刑初436号,挪用资金,贪污贿赂罪,挪用资金,,初中,户籍地哈尔滨市,51000.0,轻微,2019-01-07,
（2018）闽01民终10448号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,,福建省,6030000.0,严重,2019-01-10,
（2018）浙10刑终1097号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,55000.0,数额特别巨大,2019-01-04,75000.0
（2019）粤06刑更25号,贪污,贪污贿赂罪,贪污,,初中,广东省,,,2019-01-30,
（2018）浙0105民初7839号,民间借贷纠纷,金融诈骗罪,诈骗,,,杭州市,600000.0,,2019-01-03,
（2018）渝0108民初6890号,买卖合同纠纷,危害税收征管罪,税,,,住所地重庆市,4379544.0,,2019-01-22,
（2018）京0105民初7891号,著作权许可使用合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|知识产权|著作权,,,住所地北京市,30000.0,严重,2019-01-08,
（2018）浙06民再57号,保证合同纠纷,金融诈骗罪,诈骗,,,浙江省绍兴市,4500000.0,数额巨大,2019-01-08,
（2019）闽0205民初428号,合同纠纷,危害税收征管罪,税,,,住所地福建省,50.0,,2019-01-22,
（2019）冀10民终202号,侵权责任纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,河北省,30000.0,严重,2019-01-29,
（2018）闽0802民初7428号,民间借贷纠纷,危害税收征管罪,税,,,福建省,20000.0,,2019-01-22,
（2018）京73行初9339号,行政裁决,侵犯知识产权罪,知识产权,,,住所地美利坚合众国特拉华州威尔明顿市,,,2019-01-29,
（2019）粤06刑更32号,非国家工作人员受贿；职务侵占；受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|职务侵占,,高中,广东省,413000.0,,2019-01-30,
（2019）粤06刑更23号,贪污,贪污贿赂罪,贪污,,中专,广东省,30000.0,,2019-01-30,
（2019）闽0982执151号,借款合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地福建省,2450000.0,,2019-01-31,
（2019）浙02刑终91号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,2500.0,情节严重,2019-01-23,3000.0
（2019）苏1281民初157号,民间借贷纠纷,危害税收征管罪,税,,,住兴化市,60000.0,,2019-01-25,
（2018）京0105民初7894号,著作权许可使用合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|知识产权|著作权,,,住所地北京市,50000.0,,2019-01-08,
（2019）渝0233民初3596号,土地承包经营权纠纷,危害税收征管罪,税,,,重庆市,80.0,严重,2019-01-07,
（2018）浙06行赔初31号,,危害税收征管罪,税,,,住所地嵊州市,150000.0,严重,2019-01-31,
（2019）川07行辖1号,行政处罚,危害税收征管罪,税,,,四川省,,,2019-01-16,
